Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
63	40	61479	38	244	22	2	98	37	29	11	77	47	4	17	0	0	0	178	10	148	118	0	104	191	159	0	133	190	103	310	147	121	162	56	170	0	161	200	64	218	124	0	0	0	0	0	266	93	0	101	0	0	0	120	63	107	115	0	0	0	0	221	154	191	0	27	122	0	0	286	120	0	0	59	0	0	0	0	116	98	0	98	37	29	11	77	47	4	17	1040	21040	200	930	7381
64	40	324948	13	159	203	2	32	8	5	6	25	19	2	7	2562	0	0	0	0	0	0	0	0	0	1951	0	0	741	0	0	0	2547	0	0	0	0	0	0	0	0	2748	0	0	2015	0	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3462	0	0	0	0	3383	3327	2199	0	0	0	0	2403	0	0	0	2280	0	0	0	32	8	5	6	25	19	2	7	3680	12780	200	4050	2209
65	40	1024207	10	281	217	2	36	11	7	2	24	11	0	2	0	0	0	5461	9315	0	0	0	0	0	6232	0	0	0	0	0	0	0	0	0	0	0	7307	0	0	8768	0	0	6877	0	0	0	0	0	0	4061	0	0	0	0	0	0	3365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	5790	0	36	11	7	2	24	11	0	2	11100	26550	285	16900	2239
66	40	1140972	64	472	209	2	165	64	43	20	130	82	7	33	2413	1465	1299	1856	0	1243	1356	1181	1374	1689	1953	1244	2346	1191	2137	2511	607	1698	831	1327	920	1715	1021	2339	1695	336	1187	629	1849	3068	1578	2340	904	963	1238	1967	2729	0	2887	589	1364	675	2268	1381	2334	1901	1699	1590	2428	611	2060	1616	1177	1582	0	975	2703	1562	1585	672	1366	1205	419	1483	889	2166	1183	165	64	43	20	130	82	7	33	12280	40370	290	10220	12419
67	40	1494886	35	283	400	2	95	39	25	8	68	43	2	15	0	5029	0	0	3288	0	0	0	0	3705	4621	0	0	0	2228	0	0	2262	0	672	2652	4201	1599	0	0	3358	0	3791	4602	0	0	3496	2492	4222	2702	3886	0	0	4099	3661	0	1542	3105	0	0	2664	0	3512	0	4130	2993	3171	0	0	0	4469	3806	2337	0	1893	0	0	1318	3260	0	5472	2995	95	39	25	8	68	43	2	15	16000	24560	345	26790	6997
68	40	1064685	20	587	142	2	68	15	19	7	36	25	3	8	0	0	0	5288	4046	4239	0	0	0	0	0	3568	0	0	0	0	0	3016	2535	0	0	0	0	0	0	4545	0	0	0	3965	0	4664	0	4605	0	3541	3181	0	0	0	0	7104	0	0	0	2218	4653	4293	0	0	0	0	0	5432	0	5677	0	3807	0	0	0	0	0	3112	0	0	0	68	15	19	7	36	25	3	8	11520	51630	260	8990	4295
69	40	230583	40	309	62	2	106	33	29	9	83	55	4	21	366	0	590	567	0	251	644	0	0	0	0	196	625	210	0	642	0	0	668	0	189	409	511	872	404	721	0	587	623	0	0	333	0	733	373	0	0	371	0	535	476	0	0	85	306	563	0	0	350	556	0	301	503	462	658	826	0	687	409	0	251	0	455	313	0	395	0	106	33	29	9	83	55	4	21	2820	26430	200	4060	7713
70	40	705368	64	331	181	2	175	64	46	20	127	81	5	32	1681	200	750	2831	433	203	405	505	852	535	732	1059	1486	594	1184	689	780	648	1195	1712	503	443	646	862	705	1237	1045	655	330	946	0	1452	2083	1258	1190	1056	1002	523	1595	1341	0	1149	890	0	920	540	661	842	1403	360	1135	2146	1364	767	414	449	958	534	702	386	1041	1002	241	500	1146	1985	940	175	64	46	20	127	81	5	32	7760	28910	220	15290	12718
71	40	1177726	36	541	188	2	102	28	28	11	71	46	2	19	0	0	0	3628	2075	3302	0	3315	0	0	0	0	0	3705	3115	4112	1316	0	2620	0	0	0	0	0	2626	2915	0	1434	0	2696	1826	3142	2016	1746	1860	2609	0	0	0	2213	3144	2578	0	2494	2274	2212	3584	0	0	0	2496	3323	2135	0	2967	0	0	5075	2575	4666	0	2811	2802	0	0	0	4054	102	28	28	11	71	46	2	19	12660	46300	295	8200	7008
72	40	221618	28	436	37	2	81	30	19	9	56	38	2	14	0	717	0	0	728	0	0	0	492	0	440	0	0	0	513	0	0	576	444	843	0	0	0	285	573	622	0	0	0	272	746	819	0	568	0	0	547	0	0	529	0	0	957	0	0	410	0	631	0	0	0	0	785	455	373	0	571	0	716	0	0	291	340	1029	0	0	0	81	30	19	9	56	38	2	14	2760	38980	200	3510	5793
73	40	975450	40	173	410	2	112	45	32	13	80	54	4	18	0	1505	1778	2375	2876	2123	1854	0	0	1014	2221	0	0	0	739	511	1652	0	0	3268	0	980	1561	3838	0	1652	1932	0	0	2381	0	743	1598	3496	0	0	420	2497	737	0	0	0	3245	1829	0	1745	1771	1121	0	2342	4249	0	0	0	0	0	0	388	697	0	2883	0	0	3753	1335	1173	596	110	45	32	13	78	52	4	18	10520	16130	255	0	8288
74	40	1352648	60	336	333	2	161	55	43	18	118	77	6	33	3202	2172	0	1227	0	2355	1288	1137	852	2331	883	1618	1933	455	3084	585	3276	978	2302	1886	3108	1876	2180	0	376	1289	1028	1374	2546	1804	1533	2272	906	2815	1797	2233	0	2157	1415	1522	1764	1568	0	1321	1383	0	637	2249	2311	2298	2413	3305	1526	2253	1903	1051	2369	2058	2650	1259	0	2313	2002	3308	2099	2923	1085	161	55	43	18	118	77	6	33	14500	28850	330	23880	11691
75	40	1077491	23	418	208	2	60	22	17	5	44	33	2	17	0	4082	0	0	0	0	2436	0	0	0	3594	2224	0	3267	0	2990	0	0	0	0	0	3764	3276	0	0	0	0	4817	0	4118	2420	4207	5438	5145	0	4240	3883	0	3593	0	0	3986	0	0	0	0	0	0	0	0	3763	0	3138	0	0	4216	0	0	5499	0	0	0	0	3039	0	0	0	60	22	17	5	44	33	2	17	11640	36780	270	15620	4571
76	40	748713	62	179	368	2	161	63	44	20	123	81	6	33	1103	1319	446	1364	1018	753	2108	1683	0	231	2296	0	1499	142	299	845	593	1038	1696	778	564	1956	880	1793	793	0	142	1409	0	902	1364	916	106	1183	1442	1149	1148	1844	1454	322	202	1126	317	0	1246	1508	814	1073	246	3180	1738	1226	123	1822	573	562	662	1187	249	1212	1301	0	2661	348	693	2107	1095	158	62	44	20	121	79	5	32	8220	15570	230	41420	11962
77	40	1546816	46	420	335	2	119	55	29	12	92	60	7	20	5307	2385	3165	2700	0	2523	2530	0	0	0	4318	2050	2197	1833	3115	0	4763	1869	1434	3818	5647	0	0	0	2532	0	4216	0	0	0	0	0	2184	0	3304	2407	4614	2467	4569	2989	3651	5543	1286	2029	4502	2633	4606	3058	2644	3323	4384	0	0	2991	0	2216	3545	4016	1869	924	0	0	1698	0	2376	2596	1720	119	55	29	12	92	60	7	20	16480	36100	335	27920	9235
78	40	557324	34	245	185	2	84	37	22	13	69	41	4	16	835	0	2241	2365	762	0	0	1769	0	0	0	0	0	0	1678	1690	995	0	0	1586	1518	1312	0	1125	0	0	0	0	0	0	0	796	0	1053	1566	0	793	1236	1294	0	1767	0	374	0	922	0	2656	1528	0	1127	0	1406	0	0	0	2438	0	680	1684	1237	0	1894	508	1314	561	548	0	84	37	22	13	69	41	4	16	6220	20000	205	7850	6528
79	40	697663	20	215	314	2	36	25	18	6	37	24	1	9	0	2384	0	2703	0	0	0	0	0	0	4762	0	0	0	2966	0	0	0	0	3551	2315	0	0	0	2483	0	0	0	0	5343	2343	0	0	3123	2877	0	0	0	0	0	0	0	0	0	0	3754	0	0	4072	3237	0	0	0	0	0	3941	0	1015	0	5379	6307	2535	2427	0	0	0	0	36	25	18	6	37	24	1	9	7680	17020	220	11300	3658
80	40	366419	24	151	217	2	54	18	13	6	48	31	2	12	0	647	0	0	0	0	1632	0	0	0	0	0	2015	1946	1366	1155	0	0	1040	913	990	0	833	0	2054	0	853	0	965	0	0	0	0	0	1001	0	0	0	0	187	0	0	0	0	0	0	0	0	1278	0	3127	2729	1462	1808	1757	1219	1260	0	0	0	0	0	0	0	0	467	0	54	18	13	6	48	31	2	12	4180	11510	200	3620	4053
81	40	1305713	28	343	283	2	78	34	19	6	57	33	3	14	3019	0	0	0	1387	2304	4141	0	0	0	2332	0	0	0	0	0	3995	0	4187	4837	4392	2686	0	0	1609	3020	0	0	0	0	0	0	0	4558	0	4841	3892	0	2776	3944	3137	3936	0	0	2444	0	2589	0	5550	4674	0	0	3085	4607	1394	4035	0	0	0	0	0	3850	0	0	0	0	0	78	34	19	6	57	33	3	14	14000	29460	310	14850	5781
82	40	837006	33	308	252	2	82	41	21	9	62	36	3	21	0	0	0	0	0	2199	215	2359	0	1866	0	2344	0	0	0	619	2579	1342	0	3418	3546	2667	2835	745	0	2180	0	0	0	2660	1659	0	4011	2377	1557	2466	0	1353	1190	1755	2682	2797	0	0	3765	4465	0	0	0	0	0	0	0	3176	2474	0	3473	0	0	2613	3157	0	1121	0	0	0	0	82	41	21	9	62	36	3	21	9160	24640	225	14170	6439
83	40	82231	63	413	17	2	173	62	45	19	125	81	5	32	0	120	145	91	126	173	104	139	174	177	172	117	101	124	143	79	41	84	87	31	0	69	106	91	39	21	0	99	115	134	59	97	87	173	165	50	12	54	160	84	138	99	103	95	117	97	131	96	95	170	162	133	122	236	35	182	63	127	90	65	0	93	90	137	140	134	124	173	62	45	19	125	81	5	32	1320	35230	200	750	12521
84	40	339802	42	137	231	2	112	42	36	16	80	52	5	24	0	0	503	297	314	1502	0	1028	437	548	648	1183	1184	0	0	1736	1452	385	633	349	1211	239	0	395	0	0	0	1275	0	521	0	339	995	760	0	401	0	951	272	0	1020	0	0	868	338	0	0	499	0	0	1089	52	0	724	0	975	869	0	0	2424	0	134	566	0	911	1468	121	109	41	35	15	79	51	5	24	3940	12200	195	1740	8275
85	40	831808	21	304	237	2	56	29	12	7	42	31	1	9	0	0	7361	0	2199	0	0	0	0	0	0	0	5161	0	0	0	0	0	0	3241	0	0	1927	2949	1545	906	0	0	0	0	4273	4506	0	0	0	2123	4518	4144	0	0	0	0	3879	0	2087	2333	0	0	0	3564	0	0	0	3666	0	0	2506	0	0	0	0	0	4343	0	0	0	4857	56	29	12	7	42	31	1	9	9100	26950	230	11720	4414
86	40	407326	66	327	108	2	174	67	46	20	131	85	7	34	322	317	321	844	465	329	609	649	850	845	1211	651	707	601	440	336	407	794	542	979	285	655	0	491	1102	548	524	360	572	181	593	560	422	1309	196	233	91	174	324	369	301	581	449	867	269	454	613	700	0	1025	547	680	366	410	703	694	170	838	540	439	274	511	636	0	613	499	841	169	66	45	19	128	82	7	34	4660	28290	200	6160	12671
87	40	342005	55	104	302	2	152	56	43	17	105	70	4	28	726	1666	0	77	1611	57	298	348	179	702	0	972	59	728	999	0	544	395	755	481	0	839	454	479	1295	64	1609	1783	0	63	488	0	617	0	0	240	0	429	0	115	0	743	364	0	419	0	109	738	700	480	1094	411	0	310	53	483	1080	0	847	111	659	0	1416	1053	428	829	0	138	46	36	15	94	64	3	25	3880	8810	190	0	9758
88	40	1687374	48	466	305	2	130	47	36	12	97	64	5	28	1391	0	4442	2566	1728	2154	3140	0	0	0	5127	3876	2492	2285	0	2253	0	0	0	0	0	3747	4097	3859	4041	3263	2905	3503	1172	2017	2989	0	3439	2306	0	0	1950	4492	2285	2919	3295	2678	4325	0	3246	1503	0	2929	2170	3117	2321	0	5543	3824	2804	2113	1326	2495	3211	2344	0	0	3832	3285	0	2757	2532	130	47	36	12	97	64	5	28	17980	40220	355	20520	9646
89	40	197370	51	177	99	2	140	52	40	13	101	63	4	25	0	177	496	490	317	0	612	0	487	159	328	0	207	0	106	2	187	377	154	323	622	655	0	251	382	495	0	109	414	632	0	570	576	597	699	237	0	258	0	81	244	183	131	53	0	762	252	0	0	353	188	0	396	538	164	333	222	0	350	220	656	0	73	288	764	277	0	137	51	40	13	99	61	3	24	2460	14740	200	1370	10032
90	40	2053724	28	560	317	2	75	32	22	6	60	35	3	15	5254	4915	0	0	4694	0	0	0	0	5623	0	0	0	7491	0	8091	0	0	6727	10474	0	0	0	7949	0	0	5532	4377	6448	0	0	0	0	9500	8039	0	4634	0	6507	0	5189	7164	5096	0	9560	0	0	0	0	6181	0	5024	0	10152	1922	0	0	3122	4342	0	0	0	0	0	5751	7814	0	75	32	22	6	60	35	3	15	21740	49810	430	17620	5790
91	40	1290637	19	294	333	2	58	19	10	4	32	17	1	8	0	0	0	0	4779	0	0	0	0	3853	0	0	0	0	0	0	0	0	0	7835	0	0	5148	0	0	5088	0	0	4391	0	0	0	3838	0	0	6256	0	0	2932	4762	0	5495	0	5861	0	0	0	0	3837	0	0	0	0	3084	3801	6046	0	7251	0	7272	0	0	0	0	0	6356	0	58	19	10	4	32	17	1	8	13800	22200	320	21790	3606
92	40	1518573	31	358	348	2	76	29	22	13	63	39	3	16	0	0	0	0	0	7922	0	4203	0	4199	4258	0	4269	0	3066	0	4502	0	0	3645	5983	4262	5560	2081	4545	3370	2942	0	0	3760	2076	0	0	4661	0	0	0	4106	0	4906	0	0	0	2766	0	0	0	0	2675	5162	2677	4230	4231	6103	3958	0	1809	0	0	0	0	3661	0	3025	0	0	0	76	29	22	13	63	39	3	16	16160	30280	335	24970	5848
93	40	533698	31	102	406	2	88	40	25	8	59	40	4	17	0	0	0	0	0	2669	0	0	0	944	2232	0	0	0	1984	0	0	0	65	0	1645	0	2049	540	1583	1510	0	1169	0	0	0	0	0	1903	0	1362	1693	1548	1347	0	0	1254	264	1161	885	1238	0	2271	0	2522	1012	964	0	0	0	916	0	1407	578	0	0	2167	0	0	575	0	0	86	39	24	7	58	39	4	15	5980	9130	205	4970	6550
94	40	150996	4	185	84	2	8	4	0	3	10	5	1	4	0	0	0	0	0	0	0	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5905	0	0	0	0	0	0	2903	0	0	0	0	0	4880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	3	10	5	1	4	2020	16130	200	0	672
95	40	746402	51	274	249	2	128	49	30	14	106	61	7	21	1093	1697	0	542	2346	692	618	1184	2186	0	25	1171	0	987	0	1532	1277	0	1066	0	1103	1028	1396	1880	769	381	1303	2669	904	1760	0	1232	1040	2867	1429	1921	1093	1113	0	146	440	0	2719	1412	0	0	0	1494	0	1886	0	347	0	2178	1278	457	1670	738	0	2931	1608	1611	1161	1493	1226	3190	0	128	46	29	14	104	59	7	21	8160	22290	225	9400	9263
96	40	1342068	6	486	299	2	12	5	2	1	12	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35718	25868	0	0	0	0	0	0	9960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13590	0	27504	0	0	0	0	0	0	32610	0	0	0	0	12	5	2	1	12	5	1	4	14380	35050	330	17390	910
97	40	164882	25	290	53	2	64	26	23	5	49	35	4	14	0	547	0	610	0	571	755	0	564	975	0	0	0	0	0	640	985	0	0	0	321	547	0	0	0	547	770	401	617	0	140	0	0	0	0	344	0	403	0	0	0	0	0	926	593	0	0	432	0	0	0	1020	0	0	0	0	525	0	747	0	0	0	928	0	351	0	0	64	26	23	5	49	35	4	14	2100	25560	200	1910	5149
98	40	2313235	49	517	360	2	136	46	38	15	95	65	6	26	3744	0	0	3728	500	2420	5574	3879	1826	2978	0	3390	0	0	1950	4097	3585	0	3333	0	2623	0	6180	0	3369	5723	2969	3325	0	0	3308	0	3919	6928	3000	3327	4585	1633	1845	0	5838	0	3341	0	3888	3167	0	6202	4109	1356	5290	5728	5372	4138	5630	6198	919	4179	4161	4236	3345	6280	0	3475	2697	0	2899	136	46	38	15	95	65	6	26	24480	44470	480	14520	9864
99	40	342209	19	347	80	2	45	15	6	9	39	25	4	10	0	0	0	0	0	0	2015	1811	0	0	0	862	0	0	0	0	1901	0	0	1552	1730	0	1538	0	0	0	0	1796	0	1310	612	1219	0	0	2016	0	1426	0	0	1468	0	0	1245	977	0	0	0	0	0	0	0	0	0	1841	0	0	0	0	0	940	0	0	0	0	0	1643	0	45	15	6	9	39	25	4	10	4000	28590	200	4850	3254
100	40	1007322	63	353	237	2	164	66	39	18	123	78	7	33	124	1347	924	0	0	448	1146	2395	1518	1382	1292	378	1079	1394	0	1054	1861	1545	1818	769	1157	1312	864	972	761	1279	163	1006	2257	2539	1800	2749	662	1354	1243	809	1589	903	1211	596	1809	1601	2238	2946	2139	1553	1383	1446	1157	475	3057	1545	70	1332	587	1803	378	1991	1271	2784	982	2113	626	1258	1432	23	0	164	66	39	18	123	78	7	33	10860	29190	260	16170	12179
101	40	2111952	16	374	393	2	43	17	10	4	33	24	2	11	0	11149	0	0	12624	0	10510	7862	0	0	0	9490	0	0	0	0	0	0	0	10804	0	0	0	8432	0	0	0	8483	3863	9949	0	0	0	0	0	0	0	0	0	0	5316	0	0	0	0	0	0	0	0	0	0	0	12573	0	0	0	0	0	7847	0	12723	0	0	9140	0	6203	0	43	17	10	4	33	24	2	11	22400	33520	430	33080	3276
102	40	616775	31	503	101	2	88	32	28	8	54	41	2	15	0	0	1597	1484	0	1531	1260	0	0	1685	1404	0	2041	1508	0	0	0	1609	611	1505	2038	2192	0	0	0	1365	0	1959	0	3089	0	2749	1180	0	632	1635	0	0	0	0	0	0	0	0	1095	1886	2243	2192	0	0	1682	440	0	0	2167	2215	1026	0	0	0	1559	0	0	0	0	1270	0	88	32	28	8	54	41	2	15	6820	44840	210	4920	6426
103	40	609701	34	184	317	2	89	32	29	10	69	49	3	19	2496	0	1226	829	0	2061	1651	0	0	1438	1732	2730	2191	0	0	1500	662	1966	1967	1480	0	0	1515	1552	0	0	1590	0	1005	1740	2426	976	0	928	2705	0	3318	1505	0	0	0	0	0	0	1440	1768	2423	0	0	0	0	0	1825	0	2233	1627	0	0	0	2652	0	917	0	246	0	0	0	89	32	29	10	69	49	3	19	6800	15980	205	70	6867
104	40	983990	64	212	403	2	165	66	44	20	130	84	7	32	697	1448	1382	839	934	2937	1830	1064	430	1382	454	2446	1201	1503	2227	1326	1041	0	893	2002	1892	1423	1881	2307	913	2053	671	2867	1493	1153	0	0	1524	1157	478	597	2616	1848	920	1346	2442	1545	0	1556	1387	783	707	1650	1117	1046	1800	2197	562	0	0	1845	94	2267	0	2555	1304	0	3465	2983	0	0	1052	139	62	42	16	116	74	7	27	10600	18100	260	29080	11150
105	40	132899	18	117	146	2	40	20	9	9	38	26	2	8	0	1618	0	0	0	0	0	723	744	578	0	0	0	1176	958	0	0	0	828	0	714	0	623	0	0	0	0	0	0	553	0	581	0	0	1237	0	0	0	0	0	1561	0	519	0	0	1609	0	0	0	0	0	998	0	0	0	0	0	1687	0	0	0	0	318	0	0	0	0	40	20	9	9	38	26	2	8	1720	9620	185	1710	3353
106	40	1287215	53	460	249	2	144	55	35	16	103	65	7	25	0	885	2260	3074	3100	4244	959	2327	3210	1769	251	3019	1194	2181	3398	1051	1395	440	1973	0	2342	0	2255	0	704	3074	1428	2312	2351	0	0	0	1851	0	2289	2019	1818	669	1370	0	4982	2473	1836	3526	1956	0	2610	2987	2709	2121	0	3361	2032	2000	1558	1000	1022	2925	2135	1412	2045	0	2724	2900	3126	0	0	144	55	35	16	103	65	7	25	13800	39300	315	20560	10459
107	40	227883	3	122	139	2	5	0	1	4	6	4	0	3	0	0	4024	0	0	0	0	8092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	4	6	4	0	3	2780	10320	190	1120	369
108	40	434308	29	603	62	2	79	29	22	8	57	36	1	13	0	0	1781	1630	0	1909	0	0	1225	0	1391	0	0	1135	1008	0	0	0	0	0	0	523	1267	1063	1404	1646	0	1511	0	0	881	0	1659	0	0	0	0	1626	0	0	0	1306	1211	0	0	1226	0	1426	1030	0	1038	0	0	1589	1411	1206	1054	0	0	0	0	0	1007	0	756	1203	0	79	29	22	8	57	36	1	13	4920	51680	200	2510	5728
109	40	698933	50	184	302	2	134	50	41	16	100	67	4	27	332	957	1853	1226	0	1901	667	825	0	1218	1305	0	1434	0	885	380	905	339	0	789	0	0	0	599	0	2106	2194	910	0	0	290	822	3445	896	2136	322	474	1482	762	0	216	0	0	0	1963	2528	1849	1773	0	0	1843	651	604	1741	2101	1162	0	823	819	1487	0	837	0	1191	1322	651	503	126	46	38	16	95	62	4	26	7680	15410	220	2870	9468
110	40	1937950	49	546	327	2	129	52	32	13	100	59	4	26	3494	1909	5213	4497	3592	2623	0	2179	2996	2456	2692	2924	4024	3437	0	3946	0	4836	4338	3280	0	3419	0	4520	7084	0	3633	5067	3113	1461	1998	0	1408	0	0	5204	2909	4757	4073	5004	3908	4303	5971	0	4720	3816	5210	0	0	0	0	3253	3135	2442	4522	3876	0	4140	2543	1627	2679	0	0	3194	0	5345	1835	129	52	32	13	100	59	4	26	20580	45750	430	58140	9578
111	40	151501	40	225	63	2	100	44	24	9	77	51	3	24	472	0	0	0	108	466	507	228	131	0	0	0	436	370	269	343	0	138	384	640	0	539	0	573	0	0	0	0	136	382	586	0	511	503	420	240	300	303	484	0	393	301	0	397	0	278	403	0	0	433	0	0	99	486	0	290	87	0	0	343	516	239	300	0	183	0	0	100	44	24	9	77	51	3	24	2020	18710	200	900	7678
112	40	248601	46	609	33	2	129	45	31	10	89	59	4	24	396	449	0	0	544	770	352	0	626	0	563	485	398	320	0	258	0	395	530	381	204	356	0	0	471	631	0	552	0	699	0	384	336	384	344	425	430	0	0	438	0	0	263	0	0	534	731	333	429	418	374	0	400	459	408	283	488	474	0	372	566	0	355	619	0	274	303	129	45	31	10	89	59	4	24	2940	52510	200	2150	9123
113	40	1976044	60	475	351	2	152	59	43	19	122	79	7	31	3327	2951	344	4104	0	1798	2275	1272	2186	4507	1652	4130	699	2010	5570	4822	4245	2126	0	1040	1594	2340	185	3083	4562	2516	2141	2989	4652	1790	3480	3926	0	3331	4753	3015	3357	2698	2982	2962	2807	0	0	4669	3763	1064	5126	3132	1234	3293	3543	0	608	4417	1549	3418	2086	2749	2671	1705	909	6107	0	2642	1747	425	1592	152	59	43	19	122	79	7	31	21040	40370	435	32840	11665
114	40	854898	40	258	272	2	114	39	27	12	77	50	5	19	2444	0	788	0	1261	1788	1691	0	1782	670	0	543	0	0	2215	0	1721	1461	0	2697	935	0	2652	1169	2893	1007	1615	0	618	2364	0	3556	2263	2148	0	0	2504	1292	1542	1210	0	845	0	3042	0	0	2822	0	0	1700	2019	0	0	1147	0	0	1903	0	1581	2830	0	1559	0	1658	1286	987	0	114	39	27	12	77	50	5	19	9420	21530	240	27410	7979
115	40	1959207	28	411	389	2	74	25	20	6	53	34	2	16	6011	0	0	0	0	4886	5657	0	2830	0	0	0	4951	0	0	0	0	0	0	8964	0	0	0	0	3806	0	0	0	0	8236	5268	0	0	5477	0	0	0	0	0	3479	7434	5656	5234	7266	2336	0	5338	0	0	0	6682	0	0	9584	0	7227	0	0	6460	4466	3912	6518	6425	0	6304	3228	6191	74	25	20	6	53	34	2	16	20840	33040	420	19520	5314
116	40	1103490	27	455	199	2	69	24	19	10	60	36	2	12	0	3699	0	0	0	4824	0	2510	3601	0	2737	0	0	0	4876	0	3502	0	0	0	0	0	0	3474	4784	2456	5038	4928	3510	0	2775	3099	0	2798	0	0	0	2294	0	0	0	0	0	3958	3037	0	0	0	0	0	2730	0	2584	0	3339	0	0	3801	0	2680	0	3246	0	1645	0	2414	0	69	24	19	10	60	36	2	12	11940	38940	270	9420	5177
117	40	742990	58	220	300	2	157	55	37	17	112	71	6	32	1339	0	703	1040	1962	1097	549	692	1424	577	875	0	2229	2346	0	427	0	2618	515	0	588	1955	0	1200	1241	1057	1241	186	1192	2503	663	896	492	0	1871	520	523	0	464	760	854	624	55	1402	2119	1518	535	472	1538	940	1048	730	2180	900	1302	1332	2608	310	2057	458	1646	781	2067	1664	704	465	0	157	55	37	17	112	71	6	32	8140	18360	235	9180	11179
118	40	582736	60	257	177	2	153	60	41	16	118	77	7	31	0	921	869	1416	912	243	911	569	1273	0	878	541	653	1223	796	752	509	655	545	1391	570	32	119	1618	0	1159	166	1464	1256	1447	119	0	729	677	353	589	477	630	848	132	850	0	438	457	557	918	0	1207	1739	648	1198	373	591	744	707	1649	281	997	550	141	566	1281	342	659	849	340	0	153	60	41	16	118	77	7	31	6460	22060	205	4500	11577
119	40	1997224	61	444	374	2	156	60	41	18	120	80	6	30	3389	2313	2591	2006	3299	3219	1655	1030	0	0	2575	0	2690	2302	2513	561	3087	0	2723	1620	1911	2498	2870	2863	2387	3015	1793	3267	4755	2666	2275	5356	1124	1756	4518	1863	2685	5401	4476	2561	1434	1269	0	2485	2025	1601	4106	3525	3417	4292	2892	3431	5039	2193	2768	2564	3486	3434	940	3360	2970	2280	1153	3908	2454	0	1198	156	60	41	18	120	80	6	30	21120	37660	430	24650	11725
120	40	900702	27	354	228	2	74	26	23	8	55	33	2	10	0	3099	3923	3054	4285	0	0	0	0	0	0	2772	0	2361	0	0	1347	0	1825	0	0	4215	3406	0	0	4221	0	3543	0	2828	0	0	0	1890	3137	2764	0	0	0	0	0	4891	3388	0	0	1485	0	2252	0	1728	0	0	0	2861	0	0	3042	0	0	3524	0	2511	3301	0	0	3233	0	74	26	23	8	55	33	2	10	9800	29880	250	9130	5401
121	40	2638705	15	582	348	2	47	14	9	7	30	18	2	12	0	0	0	0	0	0	11725	13612	0	16420	0	0	0	0	17402	0	0	18245	0	0	0	0	0	0	0	15305	0	0	0	0	14334	0	0	0	0	12229	7361	0	19969	0	10584	0	0	0	0	0	0	0	0	0	0	19759	0	10635	9238	0	0	0	0	0	0	0	0	0	0	0	5500	47	14	9	7	30	18	2	12	27900	53810	530	26640	3115
122	40	338376	35	377	76	2	101	32	24	9	68	41	3	14	923	0	0	965	875	895	0	0	0	617	0	0	0	795	0	0	561	661	0	0	0	608	0	0	1167	0	262	0	0	0	0	1070	807	0	899	1281	0	1155	0	0	382	0	838	462	0	0	725	0	0	635	1018	752	0	189	1187	851	1345	0	1233	533	757	866	335	0	957	810	1233	101	32	24	9	68	41	3	14	3980	32120	200	3990	6838
123	40	1413140	37	340	335	2	104	41	27	13	76	47	3	16	0	0	4080	4051	0	3460	0	0	0	0	3074	1907	0	2906	3718	2201	0	0	2884	2514	0	4348	4361	0	3745	1920	1869	0	0	3852	0	3060	0	3338	1692	0	4313	2163	1739	0	0	0	5281	0	1482	2667	0	0	2831	1718	0	0	0	1924	2228	0	4509	0	3920	3594	3158	2703	0	3965	1971	4709	0	104	41	27	13	76	47	3	16	15200	29960	330	17320	7623
124	40	153580	28	318	48	2	76	24	21	8	62	34	1	11	98	0	485	561	0	0	0	0	725	0	595	0	0	0	562	0	497	625	765	0	0	273	711	0	513	599	0	0	0	547	0	0	0	793	552	0	423	595	0	352	0	520	521	0	0	509	0	0	0	0	0	0	203	0	510	0	0	731	0	502	0	0	962	599	0	0	0	76	24	21	8	62	34	1	11	1980	27570	200	2450	5395
